employee_id,overtime_hrs,manager_changes,engagement,left_company
249,390.19,217.73,49,1
250,171.21,414.27,76,1
251,140.91,135.14,48,0
252,252.33,321.97,21,1
253,275.03,203.81,69,0
254,304.29,50.23,73,0
255,477.43,207.77,58,1
256,350.4,268.27,87,1
257,140.46,240.93,60,0
258,451.44,494.44,76,1
259,443.04,72.33,37,0
260,163.05,223.43,69,0
261,54.24,211.8,59,0
262,261.37,282.64,83,1
263,393.03,295.43,79,1
264,124.84,115.53,56,0
265,239.57,138.82,29,0
266,20.03,121.81,39,0
267,274.1,111.07,69,0
268,247.85,192.34,25,0
269,41.99,97.59,69,0
270,314.21,422.96,26,1
271,356.25,371.55,36,1
272,468.87,219.59,73,1
273,235.56,332.12,64,1
274,70.58,474.87,37,0
275,95.81,289.82,60,0
276,41.75,177.0,34,0
277,347.04,459.76,66,1
278,469.89,447.52,46,1
279,107.0,144.6,42,0
280,129.74,10.2,40,0
281,354.55,178.75,75,1
282,235.71,165.14,71,0
283,175.3,488.92,85,1
284,136.01,478.0,82,1
285,57.42,35.24,48,0
286,122.85,454.05,30,1
287,278.8,96.96,41,0
288,393.05,393.17,51,1
289,273.21,115.96,21,0
290,51.0,323.68,72,0
291,25.95,336.34,52,0
292,190.94,442.02,93,1
293,37.88,445.77,38,0
294,446.9,201.31,60,1
295,449.02,472.16,45,1
296,68.94,345.97,83,0
297,335.43,362.79,88,1
298,11.62,336.58,69,0
299,223.38,34.71,41,0
300,41.59,493.11,58,0
301,174.41,290.03,29,0
302,57.32,293.91,92,0
303,135.56,282.84,51,0
304,169.35,234.0,43,0
305,162.94,190.7,83,0
306,299.86,451.07,36,1
307,484.71,58.9,76,1
308,135.47,172.38,22,0
309,319.18,458.79,67,1
310,50.87,86.57,78,0
311,426.49,154.88,46,1
312,393.12,12.32,51,0
313,290.43,222.05,52,0
314,384.8,135.39,55,0
315,131.13,204.54,42,0
316,181.97,246.35,58,0
317,396.49,121.18,76,1
318,405.95,89.0,54,0
319,71.54,363.61,39,0
320,443.91,287.78,39,1
321,48.03,21.76,59,0
322,170.78,428.64,49,1
323,147.49,148.62,65,0
324,180.86,415.58,88,1
325,177.65,181.85,42,0
326,36.03,269.58,22,0
327,88.14,132.59,88,0
328,432.5,157.03,58,1
329,217.23,306.09,51,0
330,147.56,249.09,91,0
331,144.57,59.08,73,0
332,334.46,153.93,27,0
333,428.86,281.08,34,1
334,395.02,174.45,71,1
335,385.9,253.65,56,1
336,380.52,62.89,52,0
337,302.89,334.3,71,1
338,42.08,347.2,42,0
339,473.27,39.34,44,0
340,107.16,156.72,46,0
341,396.05,411.27,25,1
342,36.17,329.32,64,0
343,334.79,164.92,20,0
344,396.51,51.24,63,0
345,139.62,87.61,49,0
346,329.34,63.17,73,0
347,443.55,434.8,82,1
348,422.69,190.29,61,1
349,472.01,162.28,59,1
350,467.4,101.66,23,0
351,54.02,128.62,88,0
352,174.84,315.1,83,0
353,389.35,394.23,89,1
354,196.08,31.87,29,0
355,155.02,266.96,38,0
356,62.57,310.42,82,0
357,122.36,188.62,85,0
358,185.11,167.62,85,0
359,176.47,471.82,23,1
360,476.15,423.97,56,1
361,230.7,164.71,88,0
362,265.23,479.45,21,1
363,14.92,130.7,26,0
364,200.92,193.65,38,0
365,54.82,82.09,24,0
366,335.79,53.64,32,0
367,80.67,314.4,38,0
368,376.67,155.83,93,1
369,47.34,235.49,52,0
370,484.16,138.75,85,1
371,18.25,72.4,89,0
372,457.72,349.12,22,1
373,420.42,102.93,21,0
374,308.87,480.92,55,1
375,478.49,79.18,53,1
376,237.13,213.56,41,0
377,123.51,322.85,70,0
378,393.3,137.12,55,0
379,407.17,227.19,47,1
380,19.65,25.43,80,0
381,318.2,199.58,70,0
382,284.7,70.1,66,0
383,162.02,261.54,46,0
384,85.15,483.91,36,1
385,425.38,141.75,44,1
386,331.47,412.56,43,1
387,269.33,395.23,26,1
388,157.7,254.0,24,0
389,245.46,249.83,77,0
390,454.76,176.19,21,1
391,380.18,432.5,60,1
392,13.34,15.2,31,0
393,363.46,473.22,82,1
394,409.13,126.4,58,0
395,69.35,106.48,74,0
396,432.48,235.6,73,1
397,230.04,274.63,68,0
398,481.36,353.77,65,1
399,182.96,434.7,20,1
400,89.5,447.95,58,1
401,323.41,296.72,33,1
402,222.33,415.53,23,1
403,232.32,212.79,48,0
404,49.53,437.6,84,0
405,280.99,425.76,50,1
406,202.93,475.59,75,1
407,129.28,295.83,87,0
408,40.71,131.29,24,0
409,141.05,38.42,92,0
410,114.2,264.98,43,0
411,27.84,140.46,61,0
412,435.88,499.08,54,1
413,286.0,379.05,32,1
414,389.08,106.85,69,0
415,306.17,139.19,71,0
416,414.73,333.06,78,1
417,343.33,68.87,86,0
418,463.99,13.47,32,0
419,220.82,149.83,72,0
420,314.57,429.09,86,1
421,175.26,430.23,50,1
422,477.25,44.38,64,0
423,442.19,322.04,59,1
424,220.78,164.4,87,0
425,405.53,185.19,90,1
426,172.82,233.99,87,0
427,438.6,115.64,48,1
428,115.55,172.69,91,0
429,45.18,264.45,64,0
430,404.45,473.44,47,1
431,67.53,105.13,72,0
432,240.22,392.27,76,1
433,29.16,359.36,49,0
434,386.72,127.48,58,0
435,36.83,250.63,43,0
436,404.72,379.34,27,1
437,385.1,182.11,64,1
438,454.9,67.8,64,0
439,385.77,487.99,31,1
440,359.77,110.74,42,0
441,343.44,136.16,22,0
442,448.26,287.42,91,1
443,450.04,26.49,50,0
444,155.23,431.21,29,1
445,349.18,349.9,27,1
446,386.34,88.41,56,0
447,462.31,290.08,91,1
448,352.11,459.07,92,1
449,329.57,10.37,87,0
450,465.42,87.2,52,1
451,102.25,470.03,24,1
452,297.37,310.31,62,1
453,189.26,428.93,40,1
454,99.93,250.42,79,0
455,491.91,382.85,87,1
456,224.67,344.98,74,1
457,232.35,446.3,60,1
458,493.58,22.43,51,0
459,368.77,27.33,48,0
460,488.25,138.67,80,1
461,296.48,177.12,54,0
462,279.69,324.68,77,1
463,416.75,159.38,53,1
464,99.81,208.88,62,0
465,453.04,477.11,90,1
466,223.57,121.31,37,0
467,362.78,282.39,38,1
468,190.99,227.09,92,0
469,333.61,417.51,49,1
470,176.86,42.33,30,0
471,448.82,260.37,40,1
472,105.59,17.1,43,0
473,339.77,255.18,73,1
474,29.33,129.3,29,0
475,128.94,376.25,73,0
476,177.22,330.36,21,0
477,84.88,460.99,23,0
478,167.68,97.28,23,0
479,201.2,427.86,37,1
480,439.38,190.63,23,1
481,362.36,160.88,67,0
482,14.58,276.81,32,0
483,300.74,41.64,39,0
484,234.32,334.08,89,1
485,228.56,264.85,48,0
486,312.19,323.71,29,1
487,58.44,344.86,80,0
488,465.35,82.18,64,1
489,489.11,191.23,85,1
490,288.69,339.65,57,1
491,184.62,14.08,60,0
492,408.09,57.31,40,0
493,14.14,398.44,43,0
494,82.16,260.7,91,0
495,319.91,226.04,85,1
496,65.94,92.54,48,0
497,67.63,21.2,33,0
498,417.72,475.71,52,1
499,85.86,41.39,60,0
500,145.32,298.11,66,0
501,124.5,386.46,44,0
502,379.7,146.94,57,0
503,488.17,472.71,24,1
504,18.6,259.99,42,0
505,253.97,302.65,88,1
506,377.03,146.6,54,0
507,273.61,129.42,48,0
508,363.36,181.0,55,1
509,41.01,284.47,49,0
510,182.7,226.21,78,0
511,258.71,238.05,80,0
512,364.9,143.87,74,0
513,277.38,76.24,22,0
514,318.27,463.49,40,1
515,110.93,159.14,64,0
516,460.8,287.78,28,1
517,254.4,219.21,93,0
518,51.36,489.16,43,0
519,412.26,389.5,66,1
520,333.6,301.91,22,1
521,356.48,105.27,78,0
522,160.77,435.31,87,1
523,42.61,434.77,61,0
524,373.35,332.74,48,1
525,458.78,367.73,27,1
526,321.19,341.63,70,1
527,202.14,377.7,23,1
528,127.33,249.01,20,0
529,423.92,352.64,73,1
530,341.0,190.38,79,1
531,440.19,488.89,87,1
532,398.3,268.42,62,1
533,133.71,42.92,80,0
534,473.41,254.43,34,1
535,208.32,371.79,26,1
536,262.54,94.69,87,0
537,492.76,337.56,86,1
538,363.6,278.15,35,1
539,344.79,365.91,87,1
540,207.13,443.96,83,1
541,210.22,451.81,20,1
542,42.94,483.01,66,0
543,200.01,147.5,51,0
544,361.57,397.31,54,1
545,241.77,289.93,82,1
546,312.66,137.33,82,0
547,449.66,459.36,28,1
548,182.42,91.89,45,0
549,229.57,99.34,62,0
550,15.48,12.08,87,0
551,286.09,351.44,29,1
552,388.89,252.82,92,1
553,378.01,490.61,88,1
554,131.4,331.91,65,0
555,294.53,26.75,77,0
556,437.8,416.05,47,1
557,429.74,489.63,38,1
558,178.73,183.92,39,0
559,102.36,464.07,29,1
560,255.23,154.89,80,0
561,96.46,154.37,61,0
562,171.58,264.95,57,0
563,188.87,291.04,25,0
564,376.01,398.67,43,1
565,151.34,130.27,55,0
566,281.78,130.77,57,0
567,400.08,12.95,83,0
568,172.14,191.62,88,0
569,32.49,429.9,57,0
570,352.44,142.79,24,0
571,201.41,51.24,56,0
572,275.67,479.85,65,1
573,464.32,476.98,78,1
574,20.62,133.67,54,0
575,353.22,461.62,87,1
576,317.67,321.24,60,1
577,469.4,466.23,81,1
578,210.64,323.91,47,0
579,420.3,432.71,26,1
580,218.56,251.56,42,0
581,419.59,81.03,34,0
582,194.28,52.1,52,0
583,330.23,290.78,71,1
584,61.93,465.75,88,1
585,364.96,140.87,38,0
586,285.18,229.33,79,0
587,321.29,419.99,60,1
588,360.43,263.06,41,1
589,206.21,462.5,21,1
590,283.41,487.53,86,1
591,268.93,299.11,90,1
592,12.78,88.88,70,0
593,150.13,200.94,84,0
594,442.74,252.77,56,1
595,237.28,261.09,90,0
596,256.47,132.09,40,0
597,21.89,449.42,39,0
598,289.28,147.45,39,0
599,487.35,257.65,67,1
600,256.28,32.58,26,0
601,201.08,458.53,20,1
602,262.63,212.02,94,0
603,147.42,446.16,76,1
604,73.91,250.98,74,0
605,414.49,148.89,71,1
606,66.7,256.04,52,0
607,407.88,470.39,42,1
608,211.38,240.08,80,0
609,46.53,184.4,64,0
610,80.98,55.53,41,0
611,37.18,145.98,63,0
612,453.54,46.67,42,0
613,209.56,388.45,89,1
614,154.07,231.3,85,0
615,346.16,397.64,30,1
616,335.28,100.51,60,0
617,242.28,337.22,28,1
618,140.78,364.35,67,0
619,453.48,464.23,75,1
620,17.64,291.36,81,0
621,302.5,291.03,25,1
622,101.37,130.69,82,0
623,357.68,418.52,84,1
624,411.87,53.46,21,0
625,146.68,364.83,90,1
626,49.9,399.57,92,0
627,68.18,459.33,73,1
628,111.6,418.26,51,0
629,428.88,288.47,88,1
630,480.09,495.56,68,1
631,151.73,241.35,43,0
632,474.19,17.5,79,0
633,294.28,185.05,87,0
634,247.85,474.55,88,1
635,134.68,94.96,24,0
636,18.85,173.55,94,0
637,465.02,60.6,30,0
638,282.53,403.78,53,1
639,283.93,304.7,40,1
640,294.73,63.76,94,0
641,242.55,10.54,58,0
642,339.33,77.57,67,0
643,317.88,376.91,61,1
644,126.76,434.99,79,1
645,181.5,351.07,84,1
646,428.16,262.51,57,1
647,105.16,464.41,55,1
648,114.06,156.0,39,0
649,133.05,115.42,86,0
650,254.56,42.25,40,0
651,277.11,394.26,53,1
652,201.82,481.82,77,1
653,342.61,179.38,77,1
654,296.32,235.64,25,0
655,314.31,464.03,86,1
656,148.91,493.67,37,1
657,156.62,199.65,32,0
658,63.01,24.06,53,0
659,344.29,79.67,91,0
660,368.58,90.79,34,0
661,238.73,442.49,92,1
662,381.2,120.42,52,0
663,498.86,314.82,65,1
664,267.37,89.24,73,0
665,481.11,368.37,52,1
666,67.57,372.6,65,0
667,343.58,113.48,29,0
668,325.44,179.43,87,0
669,295.35,322.44,70,1
670,443.94,211.61,78,1
671,328.05,456.07,67,1
672,310.5,261.38,51,1
673,422.65,365.35,48,1
674,52.61,253.25,91,0
675,220.72,265.26,79,0
676,397.04,248.77,92,1
677,325.0,307.58,40,1
678,349.67,43.83,72,0
679,469.05,186.93,90,1
680,203.77,460.58,76,1
681,145.09,308.58,82,0
682,126.4,215.17,75,0
683,308.96,43.13,88,0
684,146.54,84.08,55,0
685,23.41,394.91,48,0
686,30.88,65.79,53,0
687,129.91,271.66,21,0
688,387.2,184.01,40,1
689,123.92,314.18,86,0
690,292.07,12.49,20,0
691,220.11,418.34,75,1
692,377.4,494.86,26,1
693,273.83,266.46,93,1
694,29.9,269.5,57,0
695,327.24,464.77,51,1
696,70.02,239.33,89,0
697,36.77,494.62,36,0
698,62.78,479.46,33,0
699,180.3,497.65,72,1
700,30.15,409.69,78,0
701,279.6,163.77,40,0
702,26.0,315.62,85,0
703,379.79,325.6,87,1
704,112.81,56.12,85,0
705,94.09,68.38,66,0
706,320.27,268.14,43,1
707,389.76,311.3,66,1
708,230.54,20.7,41,0
709,143.56,297.8,67,0
710,210.13,372.35,90,1
711,370.82,202.56,43,1
712,66.36,398.53,43,0
713,46.25,128.01,21,0
714,122.91,296.38,52,0
715,257.28,103.56,58,0
716,354.97,493.79,66,1
717,254.93,165.75,56,0
718,201.79,52.94,36,0
719,465.74,143.06,76,1
720,259.07,190.85,28,0
721,124.3,60.99,59,0
722,136.27,439.97,75,1
723,222.94,59.32,60,0
724,367.17,394.15,20,1
725,176.96,296.83,54,0
726,166.85,174.17,55,0
727,491.95,343.67,69,1
728,478.33,63.35,42,0
729,80.77,335.27,66,0
730,87.15,397.51,74,0
731,288.63,207.45,89,0
732,363.08,195.05,47,1
733,100.91,362.05,71,0
734,436.23,26.3,20,0
735,66.39,378.44,65,0
736,360.39,383.7,39,1
737,460.05,55.12,42,0
738,395.25,33.5,73,0
739,239.45,354.64,52,1
740,271.28,367.01,64,1
741,488.33,390.97,66,1
742,281.05,479.56,61,1
743,425.1,27.17,68,0
744,107.33,86.2,72,0
745,256.92,483.77,21,1
746,441.32,25.89,61,0
747,488.43,34.14,52,0
748,329.64,42.34,20,0
749,125.44,275.79,67,0
750,31.71,228.25,74,0
751,210.25,193.23,50,0
752,395.85,171.41,22,0
753,381.48,24.8,61,0
754,343.33,200.06,90,1
755,429.88,487.42,54,1
756,241.9,77.9,42,0
757,47.62,267.24,33,0
758,194.91,159.62,48,0
759,253.44,250.4,89,0
760,196.96,474.91,71,1
761,425.25,289.0,91,1
762,383.97,159.38,84,1
763,164.65,53.66,31,0
764,346.28,461.39,88,1
765,443.41,226.79,66,1
766,152.75,188.27,22,0
767,171.49,40.71,36,0
768,432.24,326.73,80,1
769,433.11,54.55,66,0
770,392.04,386.53,29,1
771,354.82,334.27,82,1
772,88.06,420.19,71,0
773,210.57,340.7,38,0
774,359.74,297.07,73,1
775,352.5,371.45,90,1
776,317.7,299.94,87,1
777,229.54,404.01,24,1
778,388.8,227.57,22,1
779,214.72,234.6,34,0
780,144.33,224.63,77,0
781,76.78,105.79,63,0
782,324.6,202.59,29,0
783,116.53,427.5,30,0
784,207.92,392.21,79,1
785,476.83,355.82,66,1
786,388.28,118.0,28,0
787,58.65,89.79,90,0
788,279.35,38.42,74,0
789,321.39,240.02,27,0
790,469.25,469.31,27,1
791,225.06,89.99,50,0
792,363.71,42.23,68,0
793,277.89,497.29,60,1
794,497.81,115.73,88,1
795,84.6,199.64,91,0
796,485.43,462.66,49,1
797,389.69,69.15,78,0
798,469.26,150.96,83,1
799,493.29,118.85,21,1
800,41.47,378.2,37,0
